best_model,chosen_model,conservative_logistic_override_on_selected_expert,conservative_logistic_override_on_selected_expert__err2,conservative_tree_override_on_selected_expert,conservative_tree_override_on_selected_expert__err2,event_key,logistic_choose_qa,pattern,pre_better_than_qa,qa_better_than_pre,qa_pre_tie,qa_vs_pre_mse_gain,residual_pre_call_market_only,residual_pre_call_market_only__err2,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate__err2,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate__err2,sem_vs_pre_mse_gain,split,target,ticker,tree_choose_qa,validation_selected_transfer_expert,validation_selected_transfer_expert__err2,year
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0006369985845998153,1.103662441191628e-09,-0.0006369985845998153,1.103662441191628e-09,AAPL_2024_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0006369985845998153,1.103662441191628e-09,-0.0006369985845998153,1.103662441191628e-09,-0.0006369985845998153,1.103662441191628e-09,0.0,val2020_test_post2020,-0.00067022,AAPL,1,-0.0006369985845998153,1.103662441191628e-09,2024
residual_pre_call_market_only,residual_pre_call_market_only,-9.969834050687493e-05,8.617649928115034e-08,-9.969834050687493e-05,8.617649928115034e-08,AMGN_2024_Q3,1,tree_sem_logistic_qa,0,0,1,0.0,-9.969834050687493e-05,8.617649928115034e-08,-9.969834050687493e-05,8.617649928115034e-08,-9.969834050687493e-05,8.617649928115034e-08,0.0,val2020_test_post2020,0.00019386,AMGN,0,-9.969834050687493e-05,8.617649928115034e-08,2024
residual_pre_call_market_only,residual_pre_call_market_only,-0.00022308744511485542,3.047623899381894e-10,-0.00022308744511485542,3.047623899381894e-10,AMZN_2024_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-0.00022308744511485542,3.047623899381894e-10,-0.00022308744511485542,3.047623899381894e-10,-0.00022308744511485542,3.047623899381894e-10,0.0,val2020_test_post2020,-0.00020563,AMZN,1,-0.00022308744511485542,3.047623899381894e-10,2024
residual_pre_call_market_only,residual_pre_call_market_only,-0.0032305003267470043,1.5682634737161403e-08,-0.0032305003267470043,1.5682634737161403e-08,AMZN_2024_Q3,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0032305003267470043,1.5682634737161403e-08,-0.0032305003267470043,1.5682634737161403e-08,-0.0032305003267470043,1.5682634737161403e-08,0.0,val2020_test_post2020,-0.0031052700000000003,AMZN,1,-0.0032305003267470043,1.5682634737161403e-08,2024
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.000449919077294541,1.2340520715658324e-09,-0.000449919077294541,1.2340520715658324e-09,DIS_2023_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-0.000449919077294541,1.2340520715658324e-09,-0.000449919077294541,1.2340520715658324e-09,-0.000449919077294541,1.2340520715658324e-09,0.0,val2020_test_post2020,-0.00041479000000000006,DIS,1,-0.000449919077294541,1.2340520715658324e-09,2023
residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.00032762832886634816,1.7154779660809684e-09,-0.00032650964129918173,1.6240610888427125e-09,DIS_2023_Q3,0,tree_qa_logistic_sem,0,1,0,9.141687723825594e-11,-0.00032762832886634816,1.7154779660809684e-09,-0.00032650964129918173,1.6240610888427125e-09,-0.00032762832886634816,1.7154779660809684e-09,0.0,val2020_test_post2020,-0.00028621,DIS,1,-0.00032650964129918173,1.6240610888427125e-09,2023
residual_pre_call_market_only,residual_pre_call_market_only,-0.0022269956507363848,4.210061718273322e-08,-0.0022360900601439684,3.845126451274206e-08,IBM_2023_Q1,1,tree_sem_logistic_qa,1,0,0,-3.649352669991158e-09,-0.0022360900601439684,3.845126451274206e-08,-0.0022269956507363848,4.210061718273322e-08,-0.0022360900601439684,3.845126451274206e-08,0.0,val2020_test_post2020,-0.00243218,IBM,0,-0.0022360900601439684,3.845126451274206e-08,2023
residual_pre_call_market_only,residual_pre_call_market_only,-0.002355363161414066,1.616123308885405e-08,-0.002382982209903532,9.901800289882702e-09,IBM_2024_Q2,1,tree_sem_logistic_qa,1,0,0,-6.259432798971349e-09,-0.002382982209903532,9.901800289882702e-09,-0.002355363161414066,1.616123308885405e-08,-0.002382982209903532,9.901800289882702e-09,0.0,val2020_test_post2020,-0.00248249,IBM,0,-0.002382982209903532,9.901800289882702e-09,2024
residual_pre_call_market_only,residual_pre_call_market_only,-0.004986850123887072,2.063247803535662e-07,-0.005043475292481038,1.5808950344123932e-07,IBM_2024_Q3,1,tree_sem_logistic_qa,1,0,0,-4.823527691232688e-08,-0.005043475292481038,1.5808950344123932e-07,-0.004986850123887072,2.063247803535662e-07,-0.005043475292481038,1.5808950344123932e-07,0.0,val2020_test_post2020,-0.00544108,IBM,0,-0.005043475292481038,1.5808950344123932e-07,2024
residual_pre_call_market_only,residual_pre_call_market_only,-8.253479350514223e-05,7.972035642780215e-10,-8.253479350514223e-05,7.972035642780215e-10,MSFT_2021_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-8.253479350514223e-05,7.972035642780215e-10,-8.253479350514223e-05,7.972035642780215e-10,-8.253479350514223e-05,7.972035642780215e-10,0.0,val2020_test_post2020,-5.4300000000000005e-05,MSFT,1,-8.253479350514223e-05,7.972035642780215e-10,2021
residual_pre_call_market_only,residual_pre_call_market_only,-6.883450348236196e-05,2.0205210925008026e-10,-6.883450348236196e-05,2.0205210925008026e-10,MSFT_2021_Q3,0,tree_qa_logistic_sem,0,0,1,0.0,-6.883450348236196e-05,2.0205210925008026e-10,-6.883450348236196e-05,2.0205210925008026e-10,-6.883450348236196e-05,2.0205210925008026e-10,0.0,val2020_test_post2020,-5.462e-05,MSFT,1,-6.883450348236196e-05,2.0205210925008026e-10,2021
residual_pre_call_market_only,residual_pre_call_market_only,-0.0009387522397321828,5.37262963762807e-07,-0.0009387522397321828,5.37262963762807e-07,MSFT_2021_Q4,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0009387522397321828,5.37262963762807e-07,-0.0009387522397321828,5.37262963762807e-07,-0.0009387522397321828,5.37262963762807e-07,0.0,val2020_test_post2020,-0.00020577000000000008,MSFT,1,-0.0009387522397321828,5.37262963762807e-07,2021
residual_pre_call_market_only,residual_pre_call_market_only,-0.00012856230973040412,2.2626871264629626e-08,-0.00012856230973040412,2.2626871264629626e-08,MSFT_2022_Q2,0,tree_qa_logistic_sem,0,0,1,0.0,-0.00012856230973040412,2.2626871264629626e-08,-0.00012856230973040412,2.2626871264629626e-08,-0.00012856230973040412,2.2626871264629626e-08,0.0,val2020_test_post2020,2.1859999999999984e-05,MSFT,1,-0.00012856230973040412,2.2626871264629626e-08,2022
residual_pre_call_market_only,residual_pre_call_market_only,-0.0001161886531149067,3.234043707103588e-09,-0.0001161886531149067,3.234043707103588e-09,MSFT_2022_Q4,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0001161886531149067,3.234043707103588e-09,-0.0001161886531149067,3.234043707103588e-09,-0.0001161886531149067,3.234043707103588e-09,0.0,val2020_test_post2020,-5.9319999999999994e-05,MSFT,1,-0.0001161886531149067,3.234043707103588e-09,2022
residual_pre_call_market_only,residual_pre_call_market_only,-6.4600629350412e-05,2.756316082189343e-09,-6.4600629350412e-05,2.756316082189343e-09,MSFT_2023_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-6.4600629350412e-05,2.756316082189343e-09,-6.4600629350412e-05,2.756316082189343e-09,-6.4600629350412e-05,2.756316082189343e-09,0.0,val2020_test_post2020,-1.2099999999999996e-05,MSFT,1,-6.4600629350412e-05,2.756316082189343e-09,2023
residual_pre_call_market_only,residual_pre_call_market_only,-0.0001152944292711379,1.2641174407963466e-09,-0.0001152944292711379,1.2641174407963466e-09,MSFT_2023_Q4,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0001152944292711379,1.2641174407963466e-09,-0.0001152944292711379,1.2641174407963466e-09,-0.0001152944292711379,1.2641174407963466e-09,0.0,val2020_test_post2020,-7.974e-05,MSFT,1,-0.0001152944292711379,1.2641174407963466e-09,2023
residual_pre_call_market_only,residual_pre_call_market_only,-0.0003168877215682052,2.8278700711855572e-09,-0.0003168877215682052,2.8278700711855572e-09,MSFT_2024_Q2,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0003168877215682052,2.8278700711855572e-09,-0.0003168877215682052,2.8278700711855572e-09,-0.0003168877215682052,2.8278700711855572e-09,0.0,val2020_test_post2020,-0.00026371,MSFT,1,-0.0003168877215682052,2.8278700711855572e-09,2024
residual_pre_call_market_only,residual_pre_call_market_only,-9.210229362509206e-05,5.814027038626557e-10,-9.210229362509206e-05,5.814027038626557e-10,MSFT_2024_Q3,0,tree_qa_logistic_sem,0,0,1,0.0,-9.210229362509206e-05,5.814027038626557e-10,-9.210229362509206e-05,5.814027038626557e-10,-9.210229362509206e-05,5.814027038626557e-10,0.0,val2020_test_post2020,-6.798999999999999e-05,MSFT,1,-9.210229362509206e-05,5.814027038626557e-10,2024
residual_pre_call_market_only,residual_pre_call_market_only,-0.00011196499042813533,9.582114324059498e-10,-0.00011196499042813533,9.582114324059498e-10,MSFT_2025_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-0.00011196499042813533,9.582114324059498e-10,-0.00011196499042813533,9.582114324059498e-10,-0.00011196499042813533,9.582114324059498e-10,0.0,val2020_test_post2020,-8.101e-05,MSFT,1,-0.00011196499042813533,9.582114324059498e-10,2025
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0054863057783461205,4.982352104727697e-09,-0.0054863057783461205,4.982352104727697e-09,NKE_2021_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0054863057783461205,4.982352104727697e-09,-0.0054863057783461205,4.982352104727697e-09,-0.0054863057783461205,4.982352104727697e-09,0.0,val2020_test_post2020,-0.00541572,NKE,1,-0.0054863057783461205,4.982352104727697e-09,2021
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0025002923993276685,1.6392458082021695e-09,-0.002444658624246013,9.239318876839112e-09,NKE_2021_Q2,0,tree_qa_logistic_sem,1,0,0,-7.600073068636941e-09,-0.0025002923993276685,1.6392458082021695e-09,-0.002444658624246013,9.239318876839112e-09,-0.0025002923993276685,1.6392458082021695e-09,0.0,val2020_test_post2020,-0.00254078,NKE,1,-0.002444658624246013,9.239318876839112e-09,2021
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0005447285924676016,1.6022882149373376e-09,-0.0005357795306600426,9.659372260485309e-10,NKE_2021_Q3,0,tree_qa_logistic_sem,1,0,0,-5.882291385238696e-10,-0.0005241347134664924,3.7770808752466124e-10,-0.0005357795306600426,9.659372260485309e-10,-0.0005447285924676016,1.6022882149373376e-09,-1.2245801274126763e-09,val2020_test_post2020,-0.0005047,NKE,1,-0.0005357795306600426,9.659372260485309e-10,2021
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.001368960269314054,1.3053963607060576e-09,-0.001368960269314054,1.3053963607060576e-09,NKE_2021_Q4,0,tree_qa_logistic_sem,0,0,1,0.0,-0.001368960269314054,1.3053963607060576e-09,-0.001368960269314054,1.3053963607060576e-09,-0.001368960269314054,1.3053963607060576e-09,0.0,val2020_test_post2020,-0.0013328300000000001,NKE,1,-0.001368960269314054,1.3053963607060576e-09,2021
residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0005360888012499051,6.83759806807039e-10,-0.0005094119737302009,2.7881174159786557e-13,NKE_2022_Q1,0,tree_qa_logistic_sem,0,1,0,6.834809950654411e-10,-0.0005360888012499051,6.83759806807039e-10,-0.0005094119737302009,2.7881174159786557e-13,-0.0005360888012499051,6.83759806807039e-10,0.0,val2020_test_post2020,-0.00050994,NKE,1,-0.0005094119737302009,2.7881174159786557e-13,2022
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0018610584946563708,1.4212228965817866e-10,-0.0018610584946563708,1.4212228965817866e-10,NKE_2022_Q3,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0018610584946563708,1.4212228965817866e-10,-0.0018610584946563708,1.4212228965817866e-10,-0.0018610584946563708,1.4212228965817866e-10,0.0,val2020_test_post2020,-0.00187298,NKE,1,-0.0018610584946563708,1.4212228965817866e-10,2022
residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0004686517939779957,2.541968651655333e-11,-0.00048533461456514663,4.719588780041792e-10,NKE_2022_Q4,0,tree_qa_logistic_sem,1,0,0,-4.0983268500879137e-10,-0.0004714920170638859,6.212619299538784e-11,-0.00048533461456514663,4.719588780041792e-10,-0.0004686517939779957,2.541968651655333e-11,3.670650647883451e-11,val2020_test_post2020,-0.00046361000000000004,NKE,1,-0.00048533461456514663,4.719588780041792e-10,2022
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0017299816818088902,2.4958685766755683e-10,-0.0017299816818088902,2.4958685766755683e-10,NKE_2023_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0017299816818088902,2.4958685766755683e-10,-0.0017299816818088902,2.4958685766755683e-10,-0.0017299816818088902,2.4958685766755683e-10,0.0,val2020_test_post2020,-0.0017457800000000002,NKE,1,-0.0017299816818088902,2.4958685766755683e-10,2023
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0038432060540215807,1.0014727351367831e-09,-0.0038432060540215807,1.0014727351367831e-09,NKE_2023_Q3,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0038432060540215807,1.0014727351367831e-09,-0.0038432060540215807,1.0014727351367831e-09,-0.0038432060540215807,1.0014727351367831e-09,0.0,val2020_test_post2020,-0.0038115600000000003,NKE,1,-0.0038432060540215807,1.0014727351367831e-09,2023
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0007150281155948737,3.217759910950524e-10,-0.0007150281155948737,3.217759910950524e-10,NKE_2024_Q3,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0007150281155948737,3.217759910950524e-10,-0.0007150281155948737,3.217759910950524e-10,-0.0007150281155948737,3.217759910950524e-10,0.0,val2020_test_post2020,-0.0006970899999999999,NKE,1,-0.0007150281155948737,3.217759910950524e-10,2024
residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0005302243273161333,1.0276337356088908e-11,-0.0005301659784506484,1.0653836674631657e-11,NKE_2025_Q1,0,tree_qa_logistic_sem,0,1,0,1.710089681210002e-10,-0.000546908234483627,1.8166280479563185e-10,-0.0005301659784506484,1.0653836674631657e-11,-0.0005302243273161333,1.0276337356088908e-11,1.7138646743954294e-10,val2020_test_post2020,-0.00053343,NKE,1,-0.0005301659784506484,1.0653836674631657e-11,2025
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.00023676140519338237,4.7629393643245106e-11,-0.00023676140519338237,4.7629393643245106e-11,NVDA_2021_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-0.00023676140519338237,4.7629393643245106e-11,-0.00023676140519338237,4.7629393643245106e-11,-0.00023676140519338237,4.7629393643245106e-11,0.0,val2020_test_post2020,-0.00022986,NVDA,1,-0.00023676140519338237,4.7629393643245106e-11,2021
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0006298650362062039,2.5050387425412185e-11,-0.0006298650362062039,2.5050387425412185e-11,NVDA_2021_Q2,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0006298650362062039,2.5050387425412185e-11,-0.0006298650362062039,2.5050387425412185e-11,-0.0006298650362062039,2.5050387425412185e-11,0.0,val2020_test_post2020,-0.00062486,NVDA,1,-0.0006298650362062039,2.5050387425412185e-11,2021
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.020368787650984547,1.3441101628964073e-06,-0.020368787650984547,1.3441101628964073e-06,NVDA_2024_Q1,0,tree_qa_logistic_sem,0,0,1,0.0,-0.020368787650984547,1.3441101628964073e-06,-0.020368787650984547,1.3441101628964073e-06,-0.020368787650984547,1.3441101628964073e-06,0.0,val2020_test_post2020,-0.01920943,NVDA,1,-0.020368787650984547,1.3441101628964073e-06,2024
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.0006411271215307531,4.4280273427149345e-10,-0.0006411271215307531,4.4280273427149345e-10,NVDA_2024_Q3,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0006411271215307531,4.4280273427149345e-10,-0.0006411271215307531,4.4280273427149345e-10,-0.0006411271215307531,4.4280273427149345e-10,0.0,val2020_test_post2020,-0.00066217,NVDA,1,-0.0006411271215307531,4.4280273427149345e-10,2024
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,-0.0008480605074937598,2.1147123999742665e-08,-0.0008583262669551773,2.4238213718438764e-08,AAPL_2022_Q2,1,tree_sem_logistic_qa,0,0,1,0.0,-0.0008480605074937598,2.1147123999742665e-08,-0.0008480605074937598,2.1147123999742665e-08,-0.0008583262669551773,2.4238213718438764e-08,-3.0910897186961e-09,val2021_test_post2021,-0.0007026399999999999,AAPL,0,-0.0008583262669551773,2.4238213718438764e-08,2022
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,-0.00038456138582538266,3.326470470105537e-10,-0.0003794012613326309,5.475009712238352e-10,AAPL_2022_Q3,1,tree_sem_logistic_qa,0,0,1,0.0,-0.00038456138582538266,3.326470470105537e-10,-0.00038456138582538266,3.326470470105537e-10,-0.0003794012613326309,5.475009712238352e-10,-2.1485392421328154e-10,val2021_test_post2021,-0.00040280000000000003,AAPL,0,-0.0003794012613326309,5.475009712238352e-10,2022
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,-0.002748628413322393,2.460142476175224e-08,-0.0027796920595692613,3.531094213156155e-08,AAPL_2023_Q1,1,tree_sem_logistic_qa,0,0,1,0.0,-0.002748628413322393,2.460142476175224e-08,-0.002748628413322393,2.460142476175224e-08,-0.0027796920595692613,3.531094213156155e-08,-1.0709517369809307e-08,val2021_test_post2021,-0.00259178,AAPL,0,-0.0027796920595692613,3.531094213156155e-08,2023
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,-0.000414866289187419,1.278321751895468e-10,-0.000426771388952662,5.387685771117593e-10,AAPL_2023_Q3,1,tree_sem_logistic_qa,0,0,1,0.0,-0.000414866289187419,1.278321751895468e-10,-0.000414866289187419,1.278321751895468e-10,-0.000426771388952662,5.387685771117593e-10,-4.1093640192221246e-10,val2021_test_post2021,-0.00040356,AAPL,0,-0.000426771388952662,5.387685771117593e-10,2023
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,-0.0006903906891774,2.268528205970827e-07,-0.0006903906891774,2.268528205970827e-07,AMGN_2024_Q2,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0006903906891774,2.268528205970827e-07,-0.0006903906891774,2.268528205970827e-07,-0.0006903906891774,2.268528205970827e-07,0.0,val2021_test_post2021,-0.00021409999999999995,AMGN,1,-0.0006903906891774,2.268528205970827e-07,2024
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,-0.001997021599554105,6.028576637959744e-08,-0.001997021599554105,6.028576637959744e-08,AMZN_2022_Q3,0,tree_qa_logistic_sem,0,0,1,0.0,-0.001997021599554105,6.028576637959744e-08,-0.001997021599554105,6.028576637959744e-08,-0.001997021599554105,6.028576637959744e-08,0.0,val2021_test_post2021,-0.0017514899999999999,AMZN,1,-0.001997021599554105,6.028576637959744e-08,2022
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qna_lsa_plus_aligned_audio_svd_observability_gate,-0.00040312383835698455,6.551904967961646e-09,-0.0004029411736170592,6.522367164004779e-09,AMZN_2024_Q2,0,tree_qa_logistic_sem,0,0,1,0.0,-0.0004029411736170592,6.522367164004779e-09,-0.0004029411736170592,6.522367164004779e-09,-0.00040312383835698455,6.551904967961646e-09,-2.953780395686727e-11,val2021_test_post2021,-0.00032218,AMZN,1,-0.00040312383835698455,6.551904967961646e-09,2024
residual_pre_call_market_only,residual_pre_call_market_plus_a4_plus_qa_benchmark_svd_observability_gate,-0.004963306917843962,2.9298887647696086e-10,-0.004963306917843962,2.9298887647696086e-10,CSCO_2022_Q1,1,tree_sem_logistic_qa,0,0,1,0.0,-0.004963306917843962,2.9298887647696086e-10,-0.004963306917843962,2.9298887647696086e-10,-0.004963306917843962,2.9298887647696086e-10,0.0,val2021_test_post2021,-0.00494619,CSCO,0,-0.004963306917843962,2.9298887647696086e-10,2022
